Date_1,Description_1,Deposits,Withdrawls,Balance
Mar,Commission,0,49613.43,396907.45
Apr,Tax,16.92,0,396924.37
May,Cash,0,198462.19,198462.18
Jun,Debit Card,466701,0,665163.18
Jul,RTGS,0,332581.59,332581.59
Aug,ATM,0,166290.8,166290.8
Sep,Commission,227.67,0,166518.47
Oct,Tax,0,18502.05,148016.42
Nov,Debit Card,1,0,148017.42
Dec,RTGS,12799.21,0,160816.63
Jan,Miscellaneous,0,160816.63,0
Feb,Cheque,508,0,508
Mar,Purchase,0,508,0
Apr,NEFT,158312.09,0,158312.09
May,Cheque,4.32,0,158316.41
Jun,Reversal,0,31663.28,126653.13
Jul,Bill,1802.45,0,128455.58
Aug,ATM,11882.5,0,140338.08
Sep,NEFT,0,14033.81,126304.27
Oct,IMPS,15.58,0,126319.85
Nov,Transfer,0,0,126319.85
Dec,Interest,0,15789.98,110529.87
Jan,ATM,0,12281.1,98248.77
Feb,NEFT,230283.5,0,328532.27
Mar,Tax,0,41066.53,287465.74
Apr,ATM,2,0,287467.74
May,ATM,4149,0,291616.74
Jun,Transfer,504.53,0,292121.27
Jul,Cheque,5.7,0,292126.97
Aug,Bill,0,48687.83,243439.14
Sep,RTGS,2.17,0,243441.31
Oct,Purchase,0,30430.16,213011.15
Nov,Transfer,0,71003.72,142007.43
Dec,Miscellaneous,0,47335.81,94671.62
Jan,Commission,78550,0,173221.62
Feb,Cash,0,34644.32,138577.3
Mar,Transfer,234727.9,0,373305.2
Apr,Miscellaneous,0,41478.36,331826.84
May,Tax,7,0,331833.84
Jun,Bill,0,33183.38,298650.46
Jul,Tax,834506,0,1133156.46
Aug,ATM,1139.6,0,1134296.06
Sep,IMPS,0,226859.21,907436.85
Oct,Transfer,504651.2,0,1412088.05
Nov,RTGS,2472.98,0,1414561.03
Dec,Debit Card,15,0,1414576.03
Jan,Bill,39.2,0,1414615.23
Feb,Interest,189201.78,0,1603817.01
Mar,Reversal,6.21,0,1603823.22
Apr,Transfer,2.96,0,1603826.18
May,NEFT,1.8,0,1603827.98
Jun,Interest,0,1603827.98,0
Jul,NEFT,67.2,0,67.2
Aug,Commission,0,33.6,33.6
Sep,Purchase,0,8.4,25.2
Oct,IMPS,0,6.3,18.9
Nov,Cheque,0,4.73,14.18
Dec,Purchase,0,2.84,11.34
Jan,Purchase,45,0,56.34
Feb,Bill,0,6.26,50.08
Mar,Purchase,0,50.08,0
Apr,Reversal,11765.57,0,11765.57
May,Reversal,5,0,11770.57
Jun,Cheque,0,2354.11,9416.46
Jul,Transfer,129.8,0,9546.26
Aug,Cash,0,1060.7,8485.56
Sep,Cheque,0,2121.39,6364.17
Oct,Transfer,0,636.42,5727.75
Nov,Tax,0,5727.75,0
Dec,RTGS,9381.34,0,9381.34
Jan,ATM,1901.06,0,11282.4
Feb,Miscellaneous,0,1128.24,10154.16
Mar,Interest,3845.32,0,13999.48
Apr,IMPS,0,6999.74,6999.74
May,ATM,55,0,7054.74
Jun,RTGS,7.32,0,7062.06
Jul,ATM,0,1765.52,5296.54
Aug,Miscellaneous,123886,0,129182.54
Sep,Purchase,452,0,129634.54
Oct,ATM,0.02,0,129634.56
Nov,IMPS,2042,0,131676.56
Dec,IMPS,0,32919.14,98757.42
Jan,RTGS,8019.4,0,106776.82
Feb,Commission,1743,0,108519.82
Mar,Transfer,0,108519.82,0
Apr,Transfer,7985,0,7985
May,Miscellaneous,424.79,0,8409.79
Jun,ATM,499.6,0,8909.39
Jul,Cash,35,0,8944.39
Aug,Bill,0,1277.77,7666.62
Sep,Interest,188925.94,0,196592.56
Oct,Debit Card,0,32765.43,163827.13
Nov,NEFT,0,18203.01,145624.12
Dec,RTGS,0,72812.06,72812.06
Jan,Transfer,360.68,0,73172.74
Feb,Tax,0,12195.46,60977.28
Mar,Bill,35,0,61012.28
Apr,Commission,0,10168.71,50843.57
May,Miscellaneous,0,6355.45,44488.12
Jun,Interest,0,8897.62,35590.5
Jul,ATM,207.2,0,35797.7
Aug,Purchase,703811,0,739608.7
Sep,ATM,0,105658.39,633950.31
Oct,Purchase,0,126790.06,507160.25
Nov,Transfer,32,0,507192.25
Dec,Purchase,0,84532.04,422660.21
Jan,Cash,0,211330.11,211330.1
Feb,ATM,0,26416.26,184913.84
Mar,Purchase,6.95,0,184920.79
Apr,RTGS,0,184920.79,0
May,Purchase,29772.35,0,29772.35
Jun,Cheque,0,29772.35,0
Jul,Interest,0.39,0,0.39
Aug,Miscellaneous,27778.43,0,27778.82
Sep,Tax,200454.19,0,228233.01
Oct,IMPS,0,114116.51,114116.5
Nov,Cheque,0,22823.3,91293.2
Dec,Cheque,7,0,91300.2
Jan,ATM,0,45650.1,45650.1
Feb,Bill,37.53,0,45687.63
Mar,IMPS,34940.8,0,80628.43
Apr,ATM,0,16125.69,64502.74
May,Bill,470.83,0,64973.57
Jun,NEFT,194537,0,259510.57
Jul,Miscellaneous,0,28834.51,230676.06
Aug,Debit Card,2913,0,233589.06
Sep,Bill,0,58397.27,175191.8
Oct,Miscellaneous,5.81,0,175197.61
Nov,RTGS,29947.4,0,205145.01
Dec,Reversal,63,0,205208.01
Jan,Debit Card,36.1,0,205244.11
Feb,NEFT,6,0,205250.11
Mar,Cash,0,29321.44,175928.67
Apr,Commission,143275.34,0,319204.01
May,Cash,1774,0,320978.01
Jun,Cheque,755824.2,0,1076802.21
Jul,NEFT,6.5,0,1076808.71
Aug,Tax,261253.72,0,1338062.43
Sep,Bill,248414.44,0,1586476.87
Oct,Miscellaneous,0,264412.81,1322064.06
Nov,ATM,0,1322064.06,0
Dec,RTGS,376.73,0,376.73
Jan,RTGS,219693.8,0,220070.53
Feb,Transfer,0,31438.65,188631.88
Mar,Commission,0,37726.38,150905.5
Apr,Bill,0,30181.1,120724.4
May,Bill,0,20120.73,100603.67
Jun,Debit Card,0,100603.67,0
Jul,Debit Card,515251,0,515251
Aug,Commission,54.6,0,515305.6
Sep,Cheque,1,0,515306.6
Oct,Cash,3707.37,0,519013.97
Nov,Bill,441,0,519454.97
Dec,Transfer,0,74207.85,445247.12
Jan,Reversal,1738,0,446985.12
Feb,Commission,0,148995.04,297990.08
Mar,NEFT,0,33110.01,264880.07
Apr,Tax,0,33110.01,231770.06
May,Purchase,16,0,231786.06
Jun,Commission,53.73,0,231839.79
Jul,RTGS,0,115919.9,115919.9
Aug,IMPS,249,0,116168.9
Sep,RTGS,4064.1,0,120233
Oct,RTGS,849669,0,969902
Nov,Cheque,2415,0,972317
Dec,Debit Card,3.35,0,972320.35
Jan,Purchase,0,324106.78,648213.57
Feb,ATM,659208,0,1307421.57
Mar,NEFT,167141.2,0,1474562.77
Apr,IMPS,0,737281.39,737281.38
May,Tax,2609,0,739890.38
Jun,RTGS,0,73989.04,665901.34
Jul,Transfer,0,110983.56,554917.78
Aug,Tax,0,184972.59,369945.19
Sep,Cheque,110328.81,0,480274
Oct,Reversal,29.8,0,480303.8
Nov,NEFT,7.82,0,480311.62
Dec,Cheque,387.4,0,480699.02
Jan,Transfer,0,160233.01,320466.01
Feb,Reversal,3299,0,323765.01
Mar,Transfer,10065.38,0,333830.39
Apr,Miscellaneous,0,37092.27,296738.12
May,ATM,0,59347.62,237390.5
Jun,ATM,1429844,0,1667234.5
Jul,Transfer,0,333446.9,1333787.6
Aug,Commission,5,0,1333792.6
Sep,IMPS,446,0,1334238.6
Oct,Purchase,7,0,1334245.6
Nov,Debit Card,0,222374.27,1111871.33
Dec,Interest,490.4,0,1112361.73
Jan,RTGS,0,556180.87,556180.86
Feb,Reversal,0,92696.81,463484.05
Mar,ATM,448,0,463932.05
Apr,Transfer,1452.7,0,465384.75
May,Bill,0,155128.25,310256.5
Jun,Miscellaneous,0,77564.13,232692.38
Jul,Commission,0,23269.24,209423.14
Aug,NEFT,0,26177.89,183245.25
Sep,Cash,0,22905.66,160339.59
Oct,Reversal,26548,0,186887.59
Nov,Commission,6,0,186893.59
Dec,Cash,424,0,187317.59
Jan,ATM,0,62439.2,124878.39
Feb,Bill,0,13875.38,111003.01
Mar,Bill,97.82,0,111100.83
Apr,Reversal,0,27775.21,83325.62
May,Transfer,208.38,0,83534
Jun,Cash,0,20883.5,62650.5
Jul,Transfer,0,7831.31,54819.19
Aug,Debit Card,100028,0,154847.19
Sep,Tax,3305,0,158152.19
Oct,IMPS,0,79076.1,79076.1
Nov,IMPS,0,11296.59,67779.51
Dec,ATM,4.86,0,67784.37
Jan,RTGS,223167,0,290951.37
Feb,Reversal,0,41564.48,249386.89
Mar,IMPS,375,0,249761.89
Apr,IMPS,6944,0,256705.89
May,Tax,0,128352.95,128352.94
Jun,ATM,109.9,0,128462.84
Jul,ATM,0,16057.86,112404.98
Aug,Debit Card,0,56202.49,56202.49
Sep,Debit Card,238729,0,294931.49
Oct,Miscellaneous,0,36866.44,258065.05
Nov,Purchase,0,25806.51,232258.54
Dec,Purchase,49.2,0,232307.74
Jan,Cash,5.6,0,232313.34
Feb,Purchase,155,0,232468.34
Mar,RTGS,3.6,0,232471.94
Apr,Reversal,0,116235.97,116235.97
May,Interest,6,0,116241.97
Jun,Interest,0,23248.39,92993.58
Jul,Purchase,0,10332.62,82660.96
Aug,Bill,24654,0,107314.96
Sep,Cheque,571132,0,678446.96
Oct,Transfer,3840,0,682286.96
Nov,Commission,1421573,0,2103859.96
Dec,Interest,1825257,0,3929116.96
Jan,Debit Card,0,654852.83,3274264.13
Feb,NEFT,492,0,3274756.13
Mar,Bill,0,327475.61,2947280.52
Apr,Cash,232699.75,0,3179980.27
May,NEFT,0,353331.14,2826649.13
Jun,NEFT,0,314072.13,2512577
Jul,Transfer,0,314072.13,2198504.88
Aug,Cash,467.5,0,2198972.38
Sep,Purchase,0,2198972.38,0
Oct,Cheque,2495.26,0,2495.26
Nov,NEFT,0,623.82,1871.45
Dec,IMPS,11552.2,0,13423.65
Jan,Interest,36,0,13459.65
Feb,RTGS,0,6729.83,6729.82
Mar,ATM,0,2243.27,4486.55
Apr,Tax,0,4486.55,0
May,IMPS,81,0,81
Jun,Commission,0,81,0
Jul,Debit Card,35911.5,0,35911.5
Aug,Commission,0,35911.5,0
Sep,Purchase,8,0,8
Oct,Transfer,0,0.8,7.2
Nov,Commission,3622.08,0,3629.28
Dec,Commission,1052091,0,1055720.28
Jan,ATM,56,0,1055776.28
Feb,RTGS,365264.2,0,1421040.48
Mar,NEFT,0,177630.06,1243410.42
Apr,Tax,0,177630.06,1065780.36
May,Transfer,0,118420.04,947360.32
Jun,Cash,3778,0,951138.32
Jul,IMPS,49.35,0,951187.67
Aug,Cheque,3.57,0,951191.24
Sep,Cheque,4.71,0,951195.95
Oct,NEFT,58.8,0,951254.75
Nov,Miscellaneous,0,118906.84,832347.91
Dec,Commission,0,832347.91,0
Jan,Bill,147689.5,0,147689.5
Feb,Cash,0,18461.19,129228.31
Mar,Tax,5904,0,135132.31
Apr,ATM,32.3,0,135164.61
May,Debit Card,464,0,135628.61
Jun,Bill,2.08,0,135630.69
Jul,Purchase,1.24,0,135631.93
Aug,Bill,1049,0,136680.93
Sep,ATM,0,13668.09,123012.84
Oct,ATM,24,0,123036.84
Nov,Transfer,41.89,0,123078.73
Dec,Transfer,0,20513.12,102565.61
Jan,Commission,0,14652.23,87913.38
Feb,Debit Card,126,0,88039.38
Mar,Commission,4284,0,92323.38
Apr,Purchase,3277.3,0,95600.68
May,Commission,0,9560.07,86040.61
Jun,Cheque,10,0,86050.61
Jul,Purchase,8,0,86058.61
Aug,Tax,0,14343.1,71715.51
Sep,Tax,100.9,0,71816.41
Oct,Miscellaneous,0,7181.64,64634.77
Nov,Commission,0,64634.77,0
Dec,NEFT,2.91,0,2.91
Jan,Interest,0,0.36,2.55
Feb,Bill,37.4,0,39.95
Mar,Transfer,0,13.32,26.63
Apr,Bill,3563.05,0,3589.68
May,Interest,9348.6,0,12938.28
Jun,Debit Card,0,2156.38,10781.9
Jul,Tax,0,1540.27,9241.63
Aug,Transfer,29388.7,0,38630.33
Sep,RTGS,10577.02,0,49207.35
Oct,Purchase,107942.16,0,157149.51
Nov,Debit Card,0,22449.93,134699.58
Dec,Cash,68.6,0,134768.18
Jan,Debit Card,291.5,0,135059.68
Feb,ATM,0,33764.92,101294.76
Mar,Miscellaneous,26932,0,128226.76
Apr,Reversal,0,21371.13,106855.63
May,Reversal,32405,0,139260.63
Jun,Cheque,0,19894.38,119366.25
Jul,ATM,0,13262.92,106103.33
Aug,Miscellaneous,0,53051.67,53051.66
Sep,NEFT,0,17683.89,35367.77
Oct,Interest,2834,0,38201.77
Nov,IMPS,22927.69,0,61129.46
Dec,Cash,0,6112.95,55016.51
Jan,Miscellaneous,1.5,0,55018.01
Feb,RTGS,0,9169.67,45848.34
Mar,Cash,2083.92,0,47932.26
Apr,Cash,484.4,0,48416.66
May,Commission,7.1,0,48423.76
Jun,Reversal,0,8070.63,40353.13
Jul,Commission,0,5044.14,35308.99
Aug,IMPS,0,5884.83,29424.16
Sep,Miscellaneous,40.52,0,29464.68
Oct,IMPS,2754,0,32218.68
Nov,RTGS,0,4027.34,28191.34
Dec,Debit Card,0,3132.37,25058.97
Jan,Interest,100848,0,125906.97
Feb,Tax,32216,0,158122.97
Mar,Bill,35.8,0,158158.77
Apr,Interest,0,31631.75,126527.02
May,Purchase,20.62,0,126547.64
Jun,Cash,2965.4,0,129513.04
Jul,Debit Card,1910723,0,2040236.04
Aug,Interest,0,340039.34,1700196.7
Sep,Debit Card,85482.6,0,1785679.3
Oct,Bill,0,255097.04,1530582.26
Nov,ATM,0,765291.13,765291.13
Dec,Commission,3358.1,0,768649.23
Jan,Cash,125781.94,0,894431.17
Feb,Reversal,24113.74,0,918544.91
Mar,Bill,952697,0,1871241.91
Apr,ATM,0,233905.24,1637336.67
May,RTGS,18678.7,0,1656015.37
Jun,Cash,0,414003.84,1242011.53
Jul,IMPS,0,207001.92,1035009.61
Aug,Debit Card,0,517504.81,517504.8
Sep,Bill,153736.7,0,671241.5
Oct,Transfer,0,67124.15,604117.35
Nov,ATM,0,302058.68,302058.68
Dec,Bill,0,50343.11,251715.57
Jan,Cash,113.7,0,251829.27
Feb,Miscellaneous,1638040,0,1889869.27
Mar,Cheque,0,472467.32,1417401.95
Apr,RTGS,8,0,1417409.95
May,RTGS,0,354352.49,1063057.46
Jun,IMPS,0,106305.75,956751.71
Jul,Purchase,97.02,0,956848.73
Aug,IMPS,8649,0,965497.73
Sep,Reversal,0,137928.25,827569.48
Oct,Purchase,0,413784.74,413784.74
Nov,RTGS,0,206892.37,206892.37
Dec,Interest,0,41378.47,165513.9
Jan,Purchase,0,18390.43,147123.47
Feb,Interest,0,29424.69,117698.78
Mar,Cash,2938.8,0,120637.58
Apr,Transfer,0,24127.52,96510.06
May,Transfer,0,19302.01,77208.05
Jun,Purchase,251676.53,0,328884.58
Jul,Debit Card,1718950,0,2047834.58
Aug,IMPS,0,292547.8,1755286.78
Sep,Bill,325639.5,0,2080926.28
Oct,IMPS,0,520231.57,1560694.71
Nov,Transfer,85546.1,0,1646240.81
Dec,Purchase,4,0,1646244.81
Jan,ATM,221,0,1646465.81
Feb,Interest,360,0,1646825.81
Mar,Interest,4.5,0,1646830.31
Apr,Bill,0,823415.16,823415.16
May,Tax,0,91490.57,731924.59
Jun,IMPS,0,365962.3,365962.3
Jul,Tax,0,40662.48,325299.82
Aug,Cheque,17.9,0,325317.72
Sep,ATM,393.9,0,325711.62
Oct,Transfer,0,81427.91,244283.72
Nov,NEFT,208610.25,0,452893.97
Dec,RTGS,0,90578.79,362315.18
Jan,Cheque,176054.44,0,538369.62
Feb,Cash,0,269184.81,269184.81
Mar,Miscellaneous,106.8,0,269291.61
Apr,Transfer,0,33661.45,235630.16
May,Miscellaneous,208006,0,443636.16
Jun,Purchase,0,44363.62,399272.54
Jul,Transfer,48609,0,447881.54
Aug,Reversal,2636,0,450517.54
Sep,IMPS,0,75086.26,375431.28
Oct,IMPS,0,187715.64,187715.64
Nov,Interest,52.3,0,187767.94
Dec,Reversal,376.82,0,188144.76
Jan,RTGS,0.87,0,188145.63
Feb,Reversal,0,18814.56,169331.07
Mar,Cash,0,24190.15,145140.92
Apr,Transfer,0,14514.09,130626.83
May,NEFT,25077.49,0,155704.32
Jun,ATM,80500,0,236204.32
Jul,Debit Card,0,118102.16,118102.16
Aug,Interest,0,13122.46,104979.7
Sep,NEFT,4.6,0,104984.3
Oct,Bill,4017.2,0,109001.5
Nov,Debit Card,0,27250.38,81751.12
Dec,Purchase,0,11678.73,70072.39
Jan,Reversal,199518.7,0,269591.09
Feb,NEFT,193656.7,0,463247.79
Mar,RTGS,0,463247.79,0
Apr,Bill,13,0,13
May,Transfer,0,4.33,8.67
Jun,Interest,478,0,486.67
Jul,NEFT,0,60.83,425.84
Aug,Cheque,0,60.83,365.01
Sep,RTGS,2,0,367.01
Oct,NEFT,0,36.7,330.31
Nov,Cash,1224725,0,1225055.31
Dec,Reversal,26.9,0,1225082.21
Jan,Bill,0,175011.74,1050070.47
Feb,RTGS,30783,0,1080853.47
Mar,Transfer,3,0,1080856.47
Apr,Interest,3183.77,0,1084040.24
May,Bill,635298,0,1719338.24
Jun,Reversal,0,191037.58,1528300.66
Jul,Commission,0,152830.07,1375470.59
Aug,ATM,0,1375470.59,0
Sep,ATM,4449,0,4449
Oct,ATM,0,1112.25,3336.75
Nov,Commission,2.9,0,3339.65
Dec,Interest,0,1113.22,2226.43
Jan,Cheque,125623.5,0,127849.93
Feb,ATM,619319.2,0,747169.13
Mar,Tax,391.56,0,747560.69
Apr,RTGS,56.9,0,747617.59
May,NEFT,0,93452.2,654165.39
Jun,Interest,0,65416.54,588748.85
Jul,Cash,47,0,588795.85
Aug,Bill,0,98132.64,490663.21
Sep,Reversal,8266,0,498929.21
Oct,Bill,4.86,0,498934.07
Nov,RTGS,0,62366.76,436567.31
Dec,Reversal,49.2,0,436616.51
Jan,RTGS,0,72769.42,363847.09
Feb,Miscellaneous,0,90961.77,272885.32
Mar,Interest,7.36,0,272892.68
Apr,Cheque,180.9,0,273073.58
May,Cash,0,27307.36,245766.22
Jun,Bill,76864,0,322630.22
Jul,Interest,0,322630.22,0
Aug,Tax,7.76,0,7.76
Sep,Tax,0,0.86,6.9
Oct,Transfer,0,0.69,6.21
Nov,Debit Card,0,0.89,5.32
Dec,ATM,2471.3,0,2476.62
Jan,Cheque,6.33,0,2482.95
Feb,Debit Card,0,1241.48,1241.47
Mar,Cash,0,124.15,1117.32
Apr,Bill,35,0,1152.32
May,Cheque,0,384.11,768.21
Jun,Cash,0,768.21,0
Jul,Cheque,370.7,0,370.7
Aug,ATM,0,61.78,308.92
Sep,Commission,0,38.62,270.3
Oct,Debit Card,44,0,314.3
Nov,RTGS,0,34.92,279.38
Dec,Purchase,0,31.04,248.34
Jan,Cheque,0,35.48,212.86
Feb,Reversal,0,70.95,141.91
Mar,ATM,0,28.38,113.53
Apr,Bill,4,0,117.53
May,Purchase,217.1,0,334.63
Jun,Transfer,15227.8,0,15562.43
Jul,Cash,170785.9,0,186348.33
Aug,Bill,0,31058.06,155290.28
Sep,IMPS,0,51763.43,103526.85
Oct,NEFT,878840,0,982366.85
Nov,RTGS,0,491183.43,491183.42
Dec,Debit Card,0,122795.86,368387.56
Jan,Bill,218.1,0,368605.66
Feb,NEFT,0,46075.71,322529.95
Mar,Tax,0,64505.99,258023.96
Apr,ATM,0,86007.99,172015.97
May,Reversal,0,86007.99,86007.98
Jun,Miscellaneous,0,10751,75256.98
Jul,NEFT,0,12542.83,62714.15
Aug,Miscellaneous,0,6968.24,55745.91
Sep,Purchase,25409.27,0,81155.18
Oct,Reversal,24539,0,105694.18
Nov,NEFT,0,26423.55,79270.63
Dec,Miscellaneous,0,11324.38,67946.25
Jan,Tax,0,22648.75,45297.5
Feb,Debit Card,0,6471.07,38826.43
Mar,Miscellaneous,980486,0,1019312.43
Apr,Debit Card,0,254828.11,764484.32
May,ATM,23030,0,787514.32
Jun,Interest,3.42,0,787517.74
Jul,ATM,4226.77,0,791744.51
Aug,Interest,0,113106.36,678638.15
Sep,IMPS,328034,0,1006672.15
Oct,Interest,0,143810.31,862861.84
Nov,NEFT,50463.5,0,913325.34
Dec,NEFT,0,304441.78,608883.56
Jan,Purchase,352.56,0,609236.12
Feb,NEFT,0,609236.12,0
Mar,Miscellaneous,3.5,0,3.5
Apr,Tax,0,1.75,1.75
May,RTGS,0,0.88,0.88
Jun,Bill,206066,0,206066.88
Jul,ATM,0,206066.88,0
Aug,Debit Card,18.1,0,18.1
Sep,Reversal,0,3.62,14.48
Oct,Transfer,0,7.24,7.24
Nov,Miscellaneous,179,0,186.24
Dec,ATM,157336.1,0,157522.34
Jan,Miscellaneous,945550.5,0,1103072.84
Feb,Miscellaneous,0,1103072.84,0
Mar,Cheque,53.77,0,53.77
Apr,Interest,2.7,0,56.47
May,Interest,30,0,86.47
Jun,Commission,130187.2,0,130273.67
Jul,ATM,0,65136.84,65136.84
Aug,Miscellaneous,17846.11,0,82982.95
Sep,Miscellaneous,391,0,83373.95
Oct,ATM,0,8337.4,75036.55
Nov,ATM,0,18759.14,56277.41
Dec,NEFT,0,8039.63,48237.78
Jan,Transfer,0,8039.63,40198.15
Feb,Interest,2312,0,42510.15
Mar,Tax,209,0,42719.15
Apr,Interest,0,4746.57,37972.58
May,Miscellaneous,0,3797.26,34175.32
Jun,Debit Card,22.3,0,34197.62
Jul,Cash,206522.5,0,240720.12
Aug,IMPS,0,34388.59,206331.53
Sep,Bill,0,34388.59,171942.94
Oct,Cheque,0,85971.47,85971.47
Nov,Reversal,3650,0,89621.47
Dec,Commission,3.6,0,89625.07
Jan,Purchase,63.6,0,89688.67
Feb,Bill,495144,0,584832.67
Mar,Interest,0,97472.11,487360.56
Apr,Tax,11877.75,0,499238.31
May,Miscellaneous,0,55470.92,443767.39
Jun,RTGS,0,147922.46,295844.93
Jul,IMPS,0,42263.56,253581.37
Aug,Cash,0,28175.71,225405.66
Sep,Tax,0,56351.42,169054.24
Oct,Reversal,175170,0,344224.24
Nov,NEFT,0,86056.06,258168.18
Dec,IMPS,1543147.8,0,1801315.98
Jan,RTGS,0,600438.66,1200877.32
Feb,Interest,3559.77,0,1204437.09
Mar,Reversal,32067,0,1236504.09
Apr,IMPS,0,247300.82,989203.27
May,RTGS,41.83,0,989245.1
Jun,IMPS,0,123655.64,865589.46
Jul,Bill,3855,0,869444.46
Aug,RTGS,19442,0,888886.46
Sep,Transfer,5,0,888891.46
Oct,Reversal,0,111111.43,777780.03
Nov,Tax,1716.19,0,779496.22
Dec,IMPS,0,259832.07,519664.15
Jan,RTGS,6,0,519670.15
Feb,Interest,0,519670.15,0
Mar,Cash,2009772,0,2009772
Apr,Bill,2.2,0,2009774.2
May,Bill,0,223308.24,1786465.96
Jun,NEFT,992189.2,0,2778655.16
Jul,Transfer,200402.88,0,2979058.04
Aug,Bill,0,1489529.02,1489529.02
Sep,NEFT,300.1,0,1489829.12
Oct,Cheque,0,248304.85,1241524.27
Nov,Tax,0,310381.07,931143.2
Dec,Bill,61039.7,0,992182.9
Jan,Purchase,0,330727.63,661455.27
Feb,Purchase,380,0,661835.27
Mar,Purchase,3.7,0,661838.97
Apr,Bill,0,94548.42,567290.55
May,Interest,44.8,0,567335.35
Jun,Cash,0,189111.78,378223.57
Jul,Tax,0,42024.84,336198.73
Aug,RTGS,0,37355.41,298843.32
Sep,IMPS,445017.5,0,743860.82
Oct,Cash,0,185965.21,557895.62
Nov,Cheque,2427.26,0,560322.88
Dec,Commission,0,280161.44,280161.44
Jan,Debit Card,0,40023.06,240138.38
Feb,NEFT,5.66,0,240144.04
Mar,Reversal,0,40024.01,200120.03
Apr,IMPS,0,66706.68,133413.35
May,Reversal,107888,0,241301.35
Jun,Miscellaneous,0,80433.78,160867.57
Jul,Commission,0,16086.76,144780.81
Aug,NEFT,4.9,0,144785.71
Sep,Commission,0,48261.9,96523.81
Oct,Cash,14680,0,111203.81
Nov,Miscellaneous,0,22240.76,88963.05
Dec,Reversal,0,8896.31,80066.74
Jan,Debit Card,1.72,0,80068.46
Feb,Bill,403.33,0,80471.79
Mar,Transfer,211469.9,0,291941.69
Apr,Transfer,0,291941.69,0
May,RTGS,2638.63,0,2638.63
Jun,Tax,0,659.66,1978.97
Jul,Miscellaneous,311.5,0,2290.47
Aug,Tax,0,286.31,2004.16
Sep,Cash,14172.43,0,16176.59
Oct,Commission,0,3235.32,12941.27
Nov,IMPS,0,3235.32,9705.95
Dec,RTGS,25740.14,0,35446.09
Jan,Transfer,374934.5,0,410380.59
Feb,IMPS,0,58625.8,351754.79
Mar,Transfer,0,351754.79,0
Apr,Reversal,96835,0,96835
May,NEFT,0,13833.57,83001.43
Jun,RTGS,474,0,83475.43
Jul,Bill,0,10434.43,73041
Aug,NEFT,0,14608.2,58432.8
Sep,Bill,959084,0,1017516.8
Oct,Commission,0,145359.54,872157.26
Nov,Interest,20,0,872177.26
Dec,Interest,0,436088.63,436088.63
Jan,RTGS,833.4,0,436922.03
Feb,Tax,19.94,0,436941.97
Mar,Miscellaneous,40.6,0,436982.57
Apr,NEFT,2994,0,439976.57
May,Tax,703170,0,1143146.57
Jun,Commission,0,114314.66,1028831.91
Jul,Commission,0,1028831.91,0
Aug,Interest,17650.62,0,17650.62
Sep,Cheque,3.74,0,17654.36
Oct,Interest,1765101.25,0,1782755.61
Nov,Tax,0,222844.45,1559911.16
Dec,Tax,0,173323.46,1386587.7
Jan,Reversal,0,138658.77,1247928.93
Feb,NEFT,0,207988.16,1039940.77
Mar,Debit Card,19511.3,0,1059452.07
Apr,Bill,1.6,0,1059453.67
May,IMPS,0,353151.22,706302.45
Jun,Debit Card,57235.25,0,763537.7
Jul,RTGS,0,381768.85,381768.85
Aug,Commission,93473,0,475241.85
Sep,Debit Card,0,79206.98,396034.88
Oct,Cash,0,66005.81,330029.07
Nov,Cheque,0,47147.01,282882.06
Dec,Cash,0,282882.06,0
Jan,Reversal,26,0,26
Feb,Reversal,0,3.71,22.29
Mar,Cheque,0,7.43,14.86
Apr,NEFT,59.61,0,74.47
May,Tax,7,0,81.47
Jun,Tax,0,27.16,54.31
Jul,Transfer,2,0,56.31
Aug,IMPS,0,11.26,45.05
Sep,RTGS,0,15.02,30.03
Oct,Reversal,0,4.29,25.74
Nov,Interest,0,6.44,19.3
Dec,Cheque,164.07,0,183.37
Jan,Commission,1469722.5,0,1469905.87
Feb,Interest,0,293981.17,1175924.7
Mar,Tax,0,235184.94,940739.76
Apr,Transfer,169464,0,1110203.76
May,Cheque,21.9,0,1110225.66
Jun,RTGS,197,0,1110422.66
Jul,Interest,0,277605.67,832816.99
Aug,NEFT,0,277605.66,555211.33
Sep,ATM,10.1,0,555221.43
Oct,Purchase,0,61691.27,493530.16
Nov,Debit Card,20563,0,514093.16
Dec,Debit Card,930501.8,0,1444594.96
Jan,Cheque,0,481531.65,963063.31
Feb,NEFT,158.7,0,963222.01
Mar,Tax,3,0,963225.01
Apr,IMPS,623.6,0,963848.61
May,Miscellaneous,38.2,0,963886.81
Jun,IMPS,0,120485.85,843400.96
Jul,Purchase,0,140566.83,702834.13
Aug,Tax,0,87854.27,614979.86
Sep,Transfer,0,307489.93,307489.93
Oct,Debit Card,0,153744.97,153744.96
Nov,Cash,0,21963.57,131781.39
Dec,Interest,16167.98,0,147949.37
Jan,Transfer,319.7,0,148269.07
Feb,Purchase,204,0,148473.07
Mar,IMPS,287.5,0,148760.57
Apr,Transfer,6.66,0,148767.23
May,Bill,250.73,0,149017.96
Jun,Debit Card,0,149017.96,0
Jul,Cheque,3179.88,0,3179.88
Aug,Purchase,0,1589.94,1589.94
Sep,Miscellaneous,387.72,0,1977.66
Oct,Reversal,0,329.61,1648.05
Nov,Cash,3.14,0,1651.19
